abilities,artist,ancientTrait,attacks,cardmarket,convertedRetreatCost,evolvesFrom,flavorText,hp,id,images,legalities,regulationMark,name,nationalPokedexNumbers,number,rarity,resistances,retreatCost,rules,set,subtypes,supertype,tcgplayer,types,weaknesses
,Eske Yoshinob,,"[Attack(name='Flame Cloak', cost=['Fire', 'Colorless'], convertedEnergyCost=2, damage='30', text='Attach a Fire Energy card from your discard pile to this Pokémon.'), Attack(name='Burning Breath', cost=['Fire', 'Fire', 'Colorless', 'Colorless'], convertedEnergyCost=4, damage='80+', text='Flip 2 coins. This attack does 40 more damage for each heads.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-11', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=30.07, lowPrice=5.99, trendPrice=35.05, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=30.23, lowPriceExPlus=12.49, avg1=190.0, avg7=36.24, avg30=26.81, reverseHoloAvg1=39.0, reverseHoloAvg7=23.16, reverseHoloAvg30=26.74))",2,,,180,g1-11,"CardImage(small='https://images.pokemontcg.io/g1/11.png', large='https://images.pokemontcg.io/g1/11_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Charizard-EX,[6],11,Rare Holo EX,,"['Colorless', 'Colorless']","['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-11', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=9.0, mid=16.19, high=29.99, market=16.5, directLow=14.93), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
,5ban Graphics,,"[Attack(name='Heat Typhoon', cost=['Fire', 'Colorless', 'Colorless', 'Colorless'], convertedEnergyCost=4, damage='100+', text='Flip a coin for each Fire Energy attached to this Pokémon. This attack does 50 more damage for each heads.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-12', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=65.29, lowPrice=23.5, trendPrice=49.96, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=95.71, lowPriceExPlus=35.0, avg1=18.0, avg7=43.79, avg30=69.6, reverseHoloAvg1=18.13, reverseHoloAvg7=35.0, reverseHoloAvg30=57.1))",3,Charizard-EX,,220,g1-12,"CardImage(small='https://images.pokemontcg.io/g1/12.png', large='https://images.pokemontcg.io/g1/12_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,M Charizard-EX,[6],12,Rare Holo EX,,"['Colorless', 'Colorless', 'Colorless']","['Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.', 'Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['MEGA', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-12', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=79.99, mid=89.99, high=179.0, market=82.67, directLow=88.99), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
,Eske Yoshinob,,"[Attack(name='Flare Bonus', cost=['Fire'], convertedEnergyCost=1, damage='', text='Discard a Fire Energy card from your hand. If you do, draw 3 cards.'), Attack(name='Fire Blast', cost=['Fire', 'Colorless', 'Colorless', 'Colorless'], convertedEnergyCost=4, damage='130', text='Flip a coin. If tails, discard a Fire Energy attached to this Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-13', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=4.9, lowPrice=1.5, trendPrice=4.46, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=5.75, lowPriceExPlus=2.0, avg1=5.33, avg7=5.22, avg30=4.37, reverseHoloAvg1=4.0, reverseHoloAvg7=4.79, reverseHoloAvg30=4.65))",1,,,170,g1-13,"CardImage(small='https://images.pokemontcg.io/g1/13.png', large='https://images.pokemontcg.io/g1/13_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Ninetales-EX,[38],13,Rare Holo EX,,['Colorless'],"['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-13', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=2.47, mid=3.37, high=7.99, market=3.3, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
,Tomokazu Komiya,,"[Attack(name='Agility', cost=['Fire'], convertedEnergyCost=1, damage='10', text=""Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.""), Attack(name='Flame Tail', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='20', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-14', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.1, lowPrice=0.02, trendPrice=0.15, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.21, reverseHoloLow=0.39, reverseHoloTrend=0.87, lowPriceExPlus=0.02, avg1=0.54, avg7=0.09, avg30=0.11, reverseHoloAvg1=3.49, reverseHoloAvg7=1.31, reverseHoloAvg30=1.01))",1,,"As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster.",60,g1-14,"CardImage(small='https://images.pokemontcg.io/g1/14.png', large='https://images.pokemontcg.io/g1/14_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Ponyta,[77],14,Common,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-14', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.05, mid=0.25, high=1.43, market=0.19, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.24, mid=0.53, high=9.99, market=0.59, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
,Hideki Ishikawa,,"[Attack(name='Ram', cost=['Fire'], convertedEnergyCost=1, damage='10', text=''), Attack(name='Ember', cost=['Fire', 'Colorless'], convertedEnergyCost=2, damage='30', text='Discard a Fire Energy attached to this Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-16', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.1, lowPrice=0.02, trendPrice=0.09, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.27, reverseHoloLow=0.2, reverseHoloTrend=1.03, lowPriceExPlus=0.02, avg1=0.17, avg7=0.11, avg30=0.12, reverseHoloAvg1=1.0, reverseHoloAvg7=1.11, reverseHoloAvg30=0.91))",2,,"Found near the mouth of a volcano. This fire-breather's body temperature is nearly 2,200 degrees Fahrenheit.",80,g1-16,"CardImage(small='https://images.pokemontcg.io/g1/16.png', large='https://images.pokemontcg.io/g1/16_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Magmar,[126],16,Common,,"['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-16', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.05, mid=0.2, high=2.0, market=0.16, directLow=0.14), holofoil=None, reverseHolofoil=TCGPrice(low=0.25, mid=0.79, high=9.99, market=1.24, directLow=1.56), firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
,DemizuPosuka,,"[Attack(name='Agility', cost=['Fire'], convertedEnergyCost=1, damage='20', text=""Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.""), Attack(name='Overrun', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='40', text=""This attack does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)"")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-15', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.55, lowPrice=0.05, trendPrice=0.54, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.93, reverseHoloLow=0.4, reverseHoloTrend=0.63, lowPriceExPlus=0.05, avg1=0.23, avg7=0.35, avg30=0.48, reverseHoloAvg1=0.7, reverseHoloAvg7=0.86, reverseHoloAvg30=1.14))",,Ponyta,"Very competitive, this Pokémon will chase anything that moves fast in the hopes of racing it.",90,g1-15,"CardImage(small='https://images.pokemontcg.io/g1/15.png', large='https://images.pokemontcg.io/g1/15_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Rapidash,[78],15,Rare,,,,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-15', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.25, mid=0.52, high=3.21, market=0.52, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.47, mid=1.48, high=9.99, market=1.71, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
,5ban Graphics,,"[Attack(name='Dread Launcher', cost=['Water', 'Water', 'Colorless', 'Colorless'], convertedEnergyCost=4, damage='180', text='Flip a coin. If tails, discard 2 Water Energy attached to this Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-18', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=14.18, lowPrice=4.29, trendPrice=16.06, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=13.89, lowPriceExPlus=9.5, avg1=16.95, avg7=14.61, avg30=12.87, reverseHoloAvg1=9.0, reverseHoloAvg7=12.18, reverseHoloAvg30=13.93))",3,Blastoise-EX,,220,g1-18,"CardImage(small='https://images.pokemontcg.io/g1/18.png', large='https://images.pokemontcg.io/g1/18_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,M Blastoise-EX,[9],18,Rare Holo EX,,"['Colorless', 'Colorless', 'Colorless']","['Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.', 'Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['MEGA', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-18', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=15.22, mid=29.95, high=69.99, market=19.79, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Grass', value='×2')]"
,Eske Yoshinob,,"[Attack(name='Hyper Whirlpool', cost=['Water', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='60', text=""Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.""), Attack(name='Hydro Press', cost=['Water', 'Water', 'Colorless', 'Colorless'], convertedEnergyCost=4, damage='100', text=""This attack does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)"")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-17', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=8.32, lowPrice=3.0, trendPrice=9.38, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=6.88, lowPriceExPlus=4.0, avg1=11.5, avg7=8.8, avg30=7.4, reverseHoloAvg1=5.75, reverseHoloAvg7=6.86, reverseHoloAvg30=5.64))",3,,,180,g1-17,"CardImage(small='https://images.pokemontcg.io/g1/17.png', large='https://images.pokemontcg.io/g1/17_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Blastoise-EX,[9],17,Rare Holo EX,,"['Colorless', 'Colorless', 'Colorless']","['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-17', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=4.0, mid=6.05, high=10.25, market=6.3, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Grass', value='×2')]"
,Naoyo Kimura,,"[Attack(name='Rain Splash', cost=['Water', 'Colorless'], convertedEnergyCost=2, damage='20', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-19', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.07, lowPrice=0.02, trendPrice=0.08, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.34, reverseHoloLow=0.1, reverseHoloTrend=0.33, lowPriceExPlus=0.02, avg1=0.02, avg7=0.07, avg30=0.07, reverseHoloAvg1=0.25, reverseHoloAvg7=0.32, reverseHoloAvg30=0.36))",1,,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,60,g1-19,"CardImage(small='https://images.pokemontcg.io/g1/19.png', large='https://images.pokemontcg.io/g1/19_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Shellder,[90],19,Common,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-19', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.03, mid=0.19, high=1.2, market=0.15, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.17, mid=0.5, high=9.99, market=0.65, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Grass', value='×2')]"
,Masakazu Fukuda,,"[Attack(name='Clamp Crush', cost=['Water', 'Colorless'], convertedEnergyCost=2, damage='30', text=""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed and discard an Energy attached to that Pokémon.""), Attack(name='Spike Cannon', cost=['Water', 'Water', 'Colorless'], convertedEnergyCost=3, damage='30×', text='Flip 5 coins. This attack does 30 damage times the number of heads.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-20', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.22, lowPrice=0.02, trendPrice=0.22, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.65, reverseHoloLow=0.05, reverseHoloTrend=0.59, lowPriceExPlus=0.02, avg1=0.21, avg7=0.17, avg30=0.19, reverseHoloAvg1=0.6, reverseHoloAvg7=0.7, reverseHoloAvg30=0.59))",3,Shellder,"Cloyster that live in seas with harsh tidal currents grow large, sharp spikes on their shells.",100,g1-20,"CardImage(small='https://images.pokemontcg.io/g1/20.png', large='https://images.pokemontcg.io/g1/20_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Cloyster,[91],20,Uncommon,,"['Colorless', 'Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-20', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.1, mid=0.25, high=1.25, market=0.25, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.22, mid=0.54, high=9.99, market=0.59, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Grass', value='×2')]"
,kirisAki,,"[Attack(name='Vice Grip', cost=['Water'], convertedEnergyCost=1, damage='10', text=''), Attack(name='Crabhammer', cost=['Water', 'Water', 'Water'], convertedEnergyCost=3, damage='50', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-21', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.08, lowPrice=0.02, trendPrice=0.13, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.76, reverseHoloLow=0.1, reverseHoloTrend=0.72, lowPriceExPlus=0.02, avg1=0.02, avg7=0.08, avg30=0.09, reverseHoloAvg1=0.99, reverseHoloAvg7=0.88, reverseHoloAvg30=0.69))",2,,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",70,g1-21,"CardImage(small='https://images.pokemontcg.io/g1/21.png', large='https://images.pokemontcg.io/g1/21_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Krabby,[98],21,Common,,"['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-21', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.05, mid=0.18, high=1.62, market=0.13, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.23, mid=0.49, high=9.99, market=0.41, directLow=0.35), firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Grass', value='×2')]"
,Miki Tanaka,,"[Attack(name='Epic Splash', cost=['Water'], convertedEnergyCost=1, damage='30', text='Flip 2 coins. If either of them is tails, this attack does nothing.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-22', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.13, lowPrice=0.02, trendPrice=0.14, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.28, reverseHoloLow=0.07, reverseHoloTrend=0.93, lowPriceExPlus=0.02, avg1=0.02, avg7=0.09, avg30=0.14, reverseHoloAvg1=1.35, reverseHoloAvg7=1.28, reverseHoloAvg30=0.97))",1,,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",30,g1-22,"CardImage(small='https://images.pokemontcg.io/g1/22.png', large='https://images.pokemontcg.io/g1/22_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Magikarp,[129],22,Common,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-22', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.12, mid=0.39, high=1.05, market=0.44, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.62, mid=1.17, high=9.99, market=1.3, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Lightning', value='×2')]"
,Shin Nagasawa,,"[Attack(name='Berserker Splash', cost=['Water', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='80', text=""This attack does 10 damage to each Benched Pokémon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokémon.)""), Attack(name='Aqua Tail', cost=['Water', 'Colorless', 'Colorless', 'Colorless'], convertedEnergyCost=4, damage='90+', text='Flip a coin for each Water Energy attached to this Pokémon. This attack does 30 more damage for each heads.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-23', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.87, lowPrice=0.1, trendPrice=0.7, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=5.29, reverseHoloLow=3.0, reverseHoloTrend=6.75, lowPriceExPlus=0.2, avg1=0.37, avg7=0.92, avg30=1.12, reverseHoloAvg1=8.0, reverseHoloAvg7=6.09, reverseHoloAvg30=6.19))",3,Magikarp,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",130,g1-23,"CardImage(small='https://images.pokemontcg.io/g1/23.png', large='https://images.pokemontcg.io/g1/23_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Gyarados,[130],23,Rare,,"['Colorless', 'Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-23', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.1, mid=0.56, high=2.99, market=0.53, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=1.55, mid=3.0, high=7.99, market=3.05, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Lightning', value='×2')]"
,Naoki Saito,,"[Attack(name='Bubble Drain', cost=['Water', 'Colorless'], convertedEnergyCost=2, damage='30', text='Heal 30 damage from this Pokémon.'), Attack(name='Deep Squall', cost=['Water', 'Water', 'Colorless'], convertedEnergyCost=3, damage='130-', text='This attack does 130 damage minus 10 damage for each damage counter on this Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-24', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=14.28, lowPrice=4.99, trendPrice=14.27, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=13.82, lowPriceExPlus=7.0, avg1=14.9, avg7=12.98, avg30=14.48, reverseHoloAvg1=19.99, reverseHoloAvg7=12.45, reverseHoloAvg30=11.88))",3,,,180,g1-24,"CardImage(small='https://images.pokemontcg.io/g1/24.png', large='https://images.pokemontcg.io/g1/24_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Vaporeon-EX,[134],24,Rare Holo EX,,"['Colorless', 'Colorless', 'Colorless']","['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-24', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=11.56, mid=20.0, high=89.0, market=17.91, directLow=12.07), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Grass', value='×2')]"
